,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1272,703022227248697821,https://www.airbnb.com/rooms/703022227248697821,20240915172945,2024-09-15,previous scrape,Beautiful Rustic Escape With Hot tub & Fireplace,"This beautiful rustic retreat is perfect for a family or colleagues visiting Ottawa. It's 2 mins from a park & ride and the beach. Enjoy the spacious backyard, full of cardinals & blue jays, under the grand pergola or gazebo. At the end of the day, unwind by sitting next to a cozy fire, relaxing in the indoor hot tub, or enjoying your favourite show/movie on Netflix/Prime. The spacious kitchen makes it convenient to prepare your meals if you'd rather not eat out!","Quiet, family-oriented neighbourhood.",https://a0.muscache.com/pictures/miso/Hosting-703022227248697821/original/b7739a6b-ec1a-4fc1-9918-a077668696a4.jpeg,26440545,https://www.airbnb.com/users/show/26440545,Moeed,2015-01-20,"Ottawa, Canada",,,,,f,https://a0.muscache.com/im/users/26440545/profile_pic/1421838826/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26440545/profile_pic/1421838826/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Orleans,,45.48959,-75.47255,Entire home,Entire home/apt,6,,2 baths,3.0,,"[""Stainless steel oven"", ""Toaster"", ""Outdoor furniture"", ""Self check-in"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Game console: PS4"", ""Dining table"", ""Free parking on premises"", ""Lockbox"", ""Free street parking"", ""Private hot tub"", ""Standalone high chair"", ""Hair dryer"", ""Indoor fireplace: gas, wood-burning"", ""Bidet"", ""Refrigerator"", ""Portable fans"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""BBQ grill"", ""Cleaning products"", ""Body soap"", ""Private patio or balcony"", ""Shower gel"", ""Sun loungers"", ""Barbecue utensils"", ""Essentials"", ""65 inch HDTV with Amazon Prime Video, Netflix"", ""Clothing storage: closet"", ""Portable heater"", ""Hot water kettle"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Crib"", ""Hangers"", ""Baby safety gates"", ""Freezer"", ""Hammock"", ""Kitchen"", ""Changing table - available upon request"", ""Wine glasses"", ""Drying rack for clothing"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Blender"", ""Rice maker"", ""Baby bath - available upon request"", ""Dishwasher"", ""Private backyard \u2013 Fully fenced"", ""Electric stove"", ""Cooking basics"", ""Baking sheet"", ""Outlet covers"", ""Hot water"", ""Central heating"", ""Carbon monoxide alarm"", ""Smoke alarm""]",,14,30,14,14,1125,1125,14.0,1125.0,,t,13,43,73,163,2024-09-15,0,0,0,,,,,,,,,,STR-828-605,f,1,1,0,0,
1273,703438767131350089,https://www.airbnb.com/rooms/703438767131350089,20240915172945,2024-09-15,city scrape,Sunny 4 Bedroom Home in Downtown Ottawa,"Beautiful 4 bedroom home fully equipped for the whole family. Prime downtown location with 10 minute walk to Byward Market, Starbucks, Rideau Centre and Parliament Buildings. You will get to experience all of what Ottawa has to offer!",,https://a0.muscache.com/pictures/miso/Hosting-703438767131350089/original/c5a0e940-f73a-4b7b-b842-70f0f8b8cc58.jpeg,85297148,https://www.airbnb.com/users/show/85297148,Genevieve,2016-07-22,"Ottawa, Canada",Hi we’re Gen and Ben and were the team behind Short and Suite :) An Ottawa based Airbnb property management company! We love hosting so much we made a career out of it. Together we’re the boss babes and dudes behind Short and Suite. You will see us around the property. Often with our dog Gerry (King Charles spaniel)! We cant wait to host you soon!,within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User-85297148/original/a2a824f0-eab8-4d41-931d-eae2d651cd21.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-85297148/original/a2a824f0-eab8-4d41-931d-eae2d651cd21.jpeg?aki_policy=profile_x_medium,Downtown,60,902,"['email', 'phone', 'work_email']",t,f,,Rideau-Vanier,,45.43713,-75.67945,Entire home,Entire home/apt,8,2.0,2 baths,4.0,5.0,"[""TV"", ""Self check-in"", ""Pets allowed"", ""Free parking on premises"", ""Lockbox"", ""Air conditioning"", ""Free street parking"", ""Washer"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Heating"", ""Pack \u2019n play/Travel crib - available upon request"", ""Essentials"", ""Private entrance"", ""Crib"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$143.00,60,365,60,60,1125,1125,60.0,1125.0,,t,30,60,90,228,2024-09-15,29,3,0,2022-10-16,2024-06-23,4.52,4.55,4.14,4.55,4.66,4.76,4.45,STR-823-604,f,42,40,2,0,1.24
1278,705271948873559154,https://www.airbnb.com/rooms/705271948873559154,20240915172945,2024-09-15,city scrape,"Brand New Luxury Home W/8Beds, Hot-tub, Pool Table","New 3BR, 1 Loft Home: Modern, Cozy Retreat<br /><br />Welcome to our stylish 3BR corner unit, a haven in a friendly neighbourhood. This modern home, near a shopping plaza, offers a garage/driveway for 4 cars, private office, and pool table. Enjoy parks, walks, and hiking. 4-min drive to the airport, 10 to downtown. Simple check-in. No parties, No outdoor usage of the backyard, HotTub, patio ,or  BBQ after 11pm. Thanks for understanding! Book your stay now!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzA1MjcxOTQ4ODczNTU5MTU0/original/86e26100-64ee-4099-92a8-75887238c770.jpeg,477437239,https://www.airbnb.com/users/show/477437239,Soad,2022-08-30,"Ottawa, Canada",Here to accommodate people around the world to help enjoy my beautiful place ! ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/4c3354a6-ce9c-4d62-818a-2478d1937226.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c3354a6-ce9c-4d62-818a-2478d1937226.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Gloucester-Southgate,,45.34468,-75.62419,Entire villa,Entire home/apt,8,2.5,2.5 baths,5.0,8.0,"[""Toaster"", ""Outdoor furniture"", ""TV"", ""Long term stays allowed"", ""Self check-in"", ""Extra pillows and blankets"", ""Oven"", ""Conditioner"", ""Exercise equipment"", ""Dining table"", ""Free parking on premises"", ""Air conditioning"", ""Free street parking"", ""Washer"", ""Hair dryer"", ""Refrigerator"", ""Trash compactor"", ""Window guards"", ""Fire extinguisher"", ""Wifi"", ""BBQ grill"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Body soap"", ""Books and reading material"", ""Noise decibel monitors on property"", ""Shower gel"", ""Private patio or balcony"", ""Fire pit"", ""Barbecue utensils"", ""Private backyard"", ""Private hot tub - available all year, open 24 hours"", ""Fireplace guards"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Indoor fireplace"", ""Mosquito net"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Outdoor dining area"", ""Keypad"", ""Bathtub"", ""Coffee maker"", ""Shampoo"", ""Hangers"", ""Sound system"", ""Mini fridge"", ""Pool table"", ""Freezer"", ""Arcade games"", ""Kitchen"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wine glasses"", ""Stove"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Blender"", ""Standalone high chair - always at the listing"", ""Coffee"", ""Dishwasher"", ""Baking sheet"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Hot water"", ""Central heating"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$199.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,8,34,64,339,2024-09-15,179,88,5,2022-09-02,2024-09-08,4.94,4.94,4.9,4.96,4.92,4.89,4.93,STR-842-884,t,1,1,0,0,7.21
1283,707284370300956833,https://www.airbnb.com/rooms/707284370300956833,20240915172945,2024-09-15,city scrape,"Unique 4 bedroom home, a place to be","This is a unique home in a well sorted area, its just 5 mins drive to the Barrhaven center where you have cinema, restaurant, shopping malls and lots more, 2 minutes walk to the park and bike trail , and bus station. This home provides you with all basic utilities you will need to have a comfortable stay and more. You will have access to all 4 rooms, and bathrooms, kitchen, dinning room, living room but NOT the basement as that is my area.",,https://a0.muscache.com/pictures/miso/Hosting-707284370300956833/original/230a565f-fa00-42fe-ba55-31d50cc8e415.jpeg,268945875,https://www.airbnb.com/users/show/268945875,Emmanuel,2019-06-16,"Ottawa, Canada",,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/d1c09478-e4cc-4540-b662-cbfef57f31e3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d1c09478-e4cc-4540-b662-cbfef57f31e3.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,Barrhaven,,45.25755,-75.7316,Entire home,Entire home/apt,8,2.5,2.5 baths,4.0,4.0,"[""Wifi"", ""Smart lock"", ""TV"", ""Self check-in"", ""Dryer"", ""Heating"", ""Iron"", ""Smoke alarm"", ""BBQ grill"", ""Free parking on premises"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Indoor fireplace""]",$600.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,16,46,67,67,2024-09-15,0,0,0,,,,,,,,,,STR-828-891,f,6,1,5,0,
1284,709492923714535767,https://www.airbnb.com/rooms/709492923714535767,20240915172945,2024-09-15,city scrape,Elegant 3 Bdrm 4 beds home  w/ 2 Free Parking,"Welcome to our beautifully decorated 3 bedroom townhouse located in a family-friendly neighbourhood! Our property is perfect for families, groups of friends, and anyone looking for a comfortable and relaxing stay.<br /><br />(sleeps 7 + 2 free parking spots). Located near restaurants, shops, golf course, Casino and more. 65” TV, fastest internet  (1.5 Gbps fibe), dedicated workspace, Italian made leather sofas surrounded w/ stylish decor. 9 mins away from airport - 22 mins away from DT Ottawa.","Family oriented and safe neighbourhood with many parks, skating rink, basketball court, soccer field, golf range and batting range,  nice walking trails and more. Located near many restaurants, shoppers drug mart, freshco, nail salon, hair dresser, barber shop, RBC, CIBC bank, Tim Hortons, Starbucks, Casino and LCBO.",https://a0.muscache.com/pictures/miso/Hosting-709492923714535767/original/623bcb8c-6b84-4772-b2be-53169ca0b60c.jpeg,100834105,https://www.airbnb.com/users/show/100834105,Hussein,2016-10-23,"Ottawa, Canada","Hey ya! My name is Hussein. I’m just a guy who likes to create cool stuff.  I love to travel and discover new places and different cultures. I've stayed in Airbnb's all over the world and always get inspiration from the places I visit. A home can say a lot about a person without even having to meet in person. Neatness and cleanliness is a must, call it OCD if you like, I call it perfectionism.

My favourite things in the world are trees and the wood they produce, photography and of course food. I especially love the outdoors and camping. Oh, and I love coffee!

My property, which I have furnished and decorated with style, is situated in a fantastic Ottawa neighbourhood. As a host, I can't wait to show fellow travellers the same great hospitality I have received all around the globe. ",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/1b4b1baa-3013-4909-97fa-fa94c6a6777c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b4b1baa-3013-4909-97fa-fa94c6a6777c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Gloucester-South Nepean,,45.30897,-75.5992,Entire townhouse,Entire home/apt,7,2.5,2.5 baths,3.0,4.0,"[""Children\u2019s dinnerware"", ""Toaster"", ""Long term stays allowed"", ""Central air conditioning"", ""Baby bath"", ""Extra pillows and blankets"", ""Self check-in"", ""Coffee maker: Keurig coffee machine"", ""Conditioner"", ""Dining table"", ""Free parking on premises"", ""Lockbox"", ""Table corner guards"", ""Free street parking"", ""Hair dryer"", ""Fire extinguisher"", ""Samsung stainless steel electric stove"", ""Game console: Nintendo Wii"", ""Cleaning products"", ""Books and reading material"", ""Private patio or balcony"", ""Barbecue utensils"", ""Baby monitor"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Dove body soap"", ""Board games"", ""LG refrigerator"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Exercise equipment: free weights"", ""Free washer \u2013 In unit"", ""65 inch HDTV with Netflix"", ""Hangers"", ""Clothing storage: walk-in closet"", ""Treseme shampoo"", ""Freezer"", ""Fast wifi \u2013 618 Mbps"", ""Kitchen"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Folding or convertible high chair - always at the listing"", ""Wine glasses"", ""Iron"", ""Dishes and silverware"", ""Ethernet connection"", ""Microwave"", ""Rice maker"", ""Coffee"", ""Backyard"", ""Dishwasher"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Samsung oven"", ""Hot water"", ""Central heating"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$193.00,1,60,1,2,1125,1125,1.3,1125.0,,t,13,27,57,296,2024-09-15,100,45,5,2022-11-05,2024-09-08,4.96,4.97,4.95,4.96,4.97,4.8,4.91,STR-829-061,f,1,1,0,0,4.41
1287,711240849962102573,https://www.airbnb.com/rooms/711240849962102573,20240915172945,2024-09-15,city scrape,Exquisite 2&2 nestled near Byward Market,"You will experience all that Ottawa has to offer minutes from your door! Steps away to the iconic Byward Market, the National Art Gallery of Canada and many more. <br />Relax and have a drink on your private back deck or a morning brew on the front balcony.<br />Smart TV fully equipped,  just use your own login.<br />2 full baths with waterfall ensuite shower or skylight shower in guest bath.  Comfy King and Queen beds with folding futon in office.",Lowertown/Byward Market area,https://a0.muscache.com/pictures/08dd45e1-0f45-490a-aed4-49bf4b380246.jpg,27712287,https://www.airbnb.com/users/show/27712287,Christian,2015-02-13,"Gatineau, Canada",,within an hour,100%,63%,,https://a0.muscache.com/im/pictures/user/e2cabb5d-6bcd-469c-9ba0-4c73b3c1eb8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e2cabb5d-6bcd-469c-9ba0-4c73b3c1eb8f.jpg?aki_policy=profile_x_medium,Byward Market - Parliament Hill,6,10,"['email', 'phone']",t,t,Neighborhood highlights,Rideau-Vanier,,45.43149,-75.69302,Entire townhouse,Entire home/apt,5,2.5,2.5 baths,2.0,2.0,"[""Ceiling fan"", ""EV charger"", ""Toaster"", ""Outdoor furniture"", ""Long term stays allowed"", ""Self check-in"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Oven"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Free parking on premises"", ""Stainless steel gas stove"", ""Free street parking"", ""50 inch TV"", ""Hair dryer"", ""Radiant heating"", ""Bidet"", ""Refrigerator"", ""Portable fans"", ""Fire extinguisher"", ""BBQ grill"", ""Window AC unit"", ""Cleaning products"", ""Private patio or balcony"", ""Barbecue utensils"", ""Paid street parking off premises"", ""Dove shampoo"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Dove body soap"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Outdoor dining area"", ""Keypad"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Hangers"", ""Piano"", ""Bluetooth sound system"", ""Freezer"", ""Courtyard view"", ""Kitchen"", ""Exterior security cameras on property"", ""Wine glasses"", ""Iron"", ""Wifi \u2013 45 Mbps"", ""Dishes and silverware"", ""Microwave"", ""Coffee"", ""Dishwasher"", ""Baking sheet"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$229.00,1,30,1,1,1125,1125,1.0,1125.0,,t,17,47,77,77,2024-09-15,102,56,0,2022-11-18,2024-08-12,4.79,4.83,4.84,4.75,4.82,4.75,4.72,STR-829-311,t,4,4,0,0,4.58
1292,713985532167416441,https://www.airbnb.com/rooms/713985532167416441,20240915172945,2024-09-15,city scrape,3 Bedroom Townhouse in Prime Location,"Your family will be close to everything when you stay at this recently renovated Modern centrally located place. Great location next to Greenboro Park, walking trails, schools, transit & amenities!",,https://a0.muscache.com/pictures/miso/Hosting-713985532167416441/original/44dd0cae-25df-4ca5-bd8f-2898f097aa4f.jpeg,144893923,https://www.airbnb.com/users/show/144893923,Ahmed,2017-08-08,"Ottawa, Canada",,,,100%,t,https://a0.muscache.com/im/pictures/user/User-144893923/original/fa6381c5-9898-4ff4-9ad3-aa123693bbaf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-144893923/original/fa6381c5-9898-4ff4-9ad3-aa123693bbaf.jpeg?aki_policy=profile_x_medium,,8,8,"['email', 'phone']",t,t,,Gloucester-Southgate,,45.362,-75.64075,Entire townhouse,Entire home/apt,8,3.0,3 baths,3.0,4.0,"[""Self check-in"", ""Central air conditioning"", ""65 inch HDTV with Fire TV, Netflix"", ""Free parking on premises"", ""Lockbox"", ""Washer"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Heating"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Crib"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Backyard"", ""Patio or balcony"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$135.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,13,13,13,147,2024-09-15,4,4,1,2023-11-12,2024-09-06,5.0,5.0,5.0,5.0,5.0,4.75,5.0,,f,8,8,0,0,0.39
1295,718231656110657868,https://www.airbnb.com/rooms/718231656110657868,20240915172945,2024-09-15,city scrape,Modern Townhouse ( Newly Reno'd ),"Situated on a quiet, family friendly street, walking distance to parks! 15 min to downtown, walking distance to public transportation. Grocery, gym all within walking distance. The main floor has a large foyer, part bath, kitchen with eat-in area and a dining and modern living room. The second floor hosts a spacious primary bedroom with ensuite and secondary bedrooms and full family bath. The finished basement is a great space to lounge, watch a movie or quick workout on the spin bike.","Located in Barrhaven. Situated on a quiet, family friendly street, walking distance to parks! 15 min drive to downtown, walking distance to public transportation. Grocery, gym all within walking distance.",https://a0.muscache.com/pictures/miso/Hosting-718231656110657868/original/6a866446-91a5-4ab7-890d-3970b184d6bc.jpeg,122892057,https://www.airbnb.com/users/show/122892057,Nikolina,2017-03-27,"Ottawa, Canada",,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/82df02b5-9984-4efa-8c9b-8ca8a7adfff2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/82df02b5-9984-4efa-8c9b-8ca8a7adfff2.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Gloucester-South Nepean,,45.28546,-75.71294,Entire townhouse,Entire home/apt,5,2.5,2.5 baths,3.0,3.0,"[""Toaster"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Oven"", ""Pets allowed"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""BBQ grill"", ""Free driveway parking on premises"", ""Cleaning products"", ""Private patio or balcony"", ""43 inch HDTV"", ""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Board games"", ""Private entrance"", ""Bed linens"", ""Outdoor dining area"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Hangers"", ""Freezer"", ""Kitchen"", ""Exterior security cameras on property"", ""Wine glasses"", ""Drying rack for clothing"", ""Iron"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Microwave"", ""Backyard"", ""Dishwasher"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Exercise equipment: stationary bike"", ""Hot water"", ""Central heating"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$233.00,2,30,1,4,1125,1125,3.9,1125.0,,t,24,54,84,353,2024-09-15,30,21,1,2023-02-20,2024-09-08,4.93,4.9,4.87,4.97,4.97,4.87,4.83,STR-831-600,f,1,1,0,0,1.57
1299,721130716476579886,https://www.airbnb.com/rooms/721130716476579886,20240915172945,2024-09-15,previous scrape,Central 2-bedroom with free parking on premises,"Peaceful, bright and centrally located home-away-from home. This lovely two-bedroom apartment offers a separate entrance, washer / dryer and well-appointed kitchen.<br /><br />Trendy Westboro, Wellington Village and Hintonburg are just steps away.<br /><br />Explore the many shops, bistros and markets on foot or hop on the nearby O-Train for a 5 minute ride downtown to discover the Rideau Canal, Parliament Hill, museums, and galleries.",,https://a0.muscache.com/pictures/miso/Hosting-721130716476579886/original/3f8b0024-030d-4b27-bf85-668a3ecb7e2f.jpeg,161110249,https://www.airbnb.com/users/show/161110249,Lon,2017-12-03,"Ottawa, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/2b23c22b-2221-471a-99f3-9e89fefe2951.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2b23c22b-2221-471a-99f3-9e89fefe2951.jpg?aki_policy=profile_x_medium,Wellington Village,3,3,"['email', 'phone']",t,t,,Kitchissippi,,45.3994188,-75.74204449999999,Entire guest suite,Entire home/apt,5,,1 bath,2.0,,"[""Ceiling fan"", ""Toaster"", ""Smart lock"", ""TV"", ""Long term stays allowed"", ""Self check-in"", ""Extra pillows and blankets"", ""Oven"", ""Pets allowed"", ""Dining table"", ""Free parking on premises"", ""Air conditioning"", ""Washer"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""Refrigerator"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Record player"", ""Heating"", ""Cleaning products"", ""Body soap"", ""Shower gel"", ""Essentials"", ""Room-darkening shades"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Bathtub"", ""Coffee maker"", ""Hangers"", ""Sound system"", ""Freezer"", ""Kitchen"", ""Wine glasses"", ""Stove"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Coffee"", ""Dishwasher"", ""Clothing storage"", ""Baking sheet"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm""]",,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,0,2024-09-15,4,2,0,2023-07-29,2024-08-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,3,0,0,0.29
1303,722342190365758479,https://www.airbnb.com/rooms/722342190365758479,20240915172945,2024-09-15,city scrape,Welcome to River House!,"River House: designed for comfort and bringing people together.  Huge deck & fire pit invites storytelling.  3 levels of living space gives kids a playroom in the basement. Spacious modern kitchen, dining and living room encourages gathering.  Easy access to Byward Market and Parliament Hill.  Steps from parks and river.  Everyone sleeps in comfort:  master features king bed, second bedroom has a queen and third a single/double bunk bed.  Basement adds two single beds + two pull-out  couches.",,https://a0.muscache.com/pictures/miso/Hosting-722342190365758479/original/1a65e11c-af34-4b29-a1c8-1c384a676d5e.jpeg,139512117,https://www.airbnb.com/users/show/139512117,Curtis,2017-07-09,,,within an hour,100%,91%,t,https://a0.muscache.com/im/pictures/user/5261ca4b-5d87-4b9b-b4fd-9a97ac8fc212.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5261ca4b-5d87-4b9b-b4fd-9a97ac8fc212.jpg?aki_policy=profile_x_medium,Sandy Hill,1,1,"['email', 'phone']",t,t,,Rideau-Vanier,,45.42471,-75.66979,Entire home,Entire home/apt,10,3.0,3 baths,4.0,8.0,"[""Toaster"", ""Outdoor furniture"", ""TV"", ""Self check-in"", ""Central air conditioning"", ""Oven"", ""Conditioner"", ""Dining table"", ""Lockbox"", ""Free street parking"", ""Washer"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""BBQ grill"", ""River view"", ""Cleaning products"", ""Body soap"", ""Private patio or balcony"", ""Shower gel"", ""Fire pit"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet"", ""Private entrance"", ""Hot water kettle"", ""Bed linens"", ""Outdoor dining area"", ""Bathtub"", ""Shampoo"", ""Free driveway parking on premises \u2013 1 space"", ""Hangers"", ""Freezer"", ""Courtyard view"", ""Kitchen"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wine glasses"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Microwave"", ""Blender"", ""Standalone high chair - always at the listing"", ""Coffee"", ""Dishwasher"", ""Private backyard \u2013 Fully fenced"", ""Electric stove"", ""Dedicated workspace"", ""First aid kit"", ""Cooking basics"", ""Baking sheet"", ""Hot water"", ""Central heating"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$535.00,2,60,1,2,60,60,2.0,60.0,,t,18,42,70,70,2024-09-15,54,30,2,2023-02-05,2024-08-21,5.0,4.96,5.0,5.0,5.0,4.96,4.92,STR-829-381,f,1,1,0,0,2.75
1308,724470513152294741,https://www.airbnb.com/rooms/724470513152294741,20240915172945,2024-09-15,city scrape,Sun filled 3 bedroom near CHEO/General/YOW/HW 417,"This cozy and sun lit home is fully equipped for a family stay.  The master bedroom has en suite.  It is very conveniently located: 2 minute walk to park and bus stop; 30 minute walk to CHEO and General  hospitals; several amenities near by (groceries, LBCO, shopping centers, restaurants, highway 417 access, etc).  A working space is set up in the living room.   Washer/Dryer/Parking (4) on site. Full access to a fully fenced back yard with patio. No HST on booking 31 days or more.",,https://a0.muscache.com/pictures/miso/Hosting-724470513152294741/original/3b253c32-5cd9-40e9-986b-8df8e12d3adb.jpeg,226880622,https://www.airbnb.com/users/show/226880622,Maximus,2018-11-21,"Ottawa, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/ff692347-9433-4863-a413-04239837fa9f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ff692347-9433-4863-a413-04239837fa9f.jpg?aki_policy=profile_x_medium,Sheffield Glen,1,9,"['email', 'phone']",t,t,,Alta Vista,,45.39861,-75.61405,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Fire extinguisher"", ""Wifi"", ""TV"", ""Kitchen"", ""Self check-in"", ""Keypad"", ""Free parking on premises"", ""Air conditioning"", ""Washer"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$120.00,30,360,30,30,1125,1125,30.0,1125.0,,t,29,59,89,364,2024-09-15,4,3,0,2023-08-01,2024-06-29,5.0,4.75,4.75,4.75,5.0,4.75,5.0,,f,1,1,0,0,0.29
